MNXref	KEGG	BiGG	MetaCyc	ModelSEED	Rhea	EC
MNXR94989	R04300	42A12BOOX|R_42A12BOOX|42A12BOOXpp|R_42A12BOOXpp	RXN6666-4	rxn02993	27946|27947|27948|27949	1.4.3.21;1.4.3.4;1.4.9.2;1.4.99.4
MNXR94990		44MZYMMO|R_44MZYMMO|C4STMO1|R_C4STMO1|C4STMO1r|R_C4STMO1r				
MNXR94991	R01986	4ABUTD|R_4ABUTD|ABOR|R_ABOR	RXN-14209	rxn01459	30803|30804|30805|30806	1.2.1;1.2.1.3
MNXR94992		4ABUTNtm|R_4ABUTNtm		rxn09796		
MNXR94993		4ABUTtcn|R_4ABUTtcn|4ABUTth|R_4ABUTth|4ABUTtm|R_4ABUTtm|ABUTtex|R_ABUTtex		rxn08028|rxn09795|rxn11326	35035|35036|35037|35038	
MNXR94994		4ABUTthi|R_4ABUTthi|4ABUTtmi|R_4ABUTtmi|ABUTt2pp|R_ABUTt2pp|ABUTt2r|R_ABUTt2r|ABUTt2rL|R_ABUTt2rL	TRANS-RXN-57	rxn05564|rxn08027	28915|28916|28917|28918	
MNXR94995		4ABZt|R_4ABZt|4ABZtm|R_4ABZtm|ABZtex|R_ABZtex		rxn09794|rxn13206		
MNXR94996		4ABZt2r|R_4ABZt2r		rxn10421		
MNXR94997	R04418	4C2HM6SADH|R_4C2HM6SADH|CMCMSAD|R_CMCMSAD	CHMS-DEHYDROGENASE-RXN	rxn03055	15681|15682|15683|15684	1.1.1.312;1.2.1.60
MNXR94998	R01616	4CMCOAS|R_4CMCOAS|COUCOAFm|R_COUCOAFm	4-COUMARATE--COA-LIGASE-RXN	rxn01182	19641|19642|19643|19644	6.2.1.12
MNXR94999	R03470	4CMLCL_kt|R_4CMLCL_kt|CMLDC|R_CMLDC		rxn02483		4.1.1.44
MNXR95000	R01645	4H2KPILY|R_4H2KPILY		rxn01202	25788|25789|25790|25791	4.1.2.52
MNXR95001		4H2OGLTtm|R_4H2OGLTtm|4H2OGLTtp|R_4H2OGLTtp		rxn09793|rxn09868		
MNXR95002		4H3NALDD|R_4H3NALDD			35151|35152|35153|35154	
MNXR95003		4H3NPACAM|R_4H3NPACAM				
MNXR95004		4HALDD|R_4HALDD				1.2.1.53
MNXR95005		4HBALDt2pp|R_4HBALDt2pp				
MNXR95006		4HBALDtex|R_4HBALDtex				
MNXR95007		4HBAtex|R_4HBAtex	TRANS-RXN0-274	rxn12376		
MNXR95008	R05337	4HBCOAH|R_4HBCOAH		rxn03642		
MNXR95009	R01298	4HBHYOX|R_4HBHYOX	4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN	rxn00962	19477|19478|19479|19480	1.14.13.2;1.14.13.33
MNXR95010	R08767	4HBZCOAFm|R_4HBZCOAFm	RXN3O-1120	rxn13207		
MNXR95011	R01301	4HBZFm|R_4HBZFm	3.1.2.23-RXN	rxn00965|rxn13208	11948|11949|11950|11951	3.1.2.23
MNXR95012		4HBZR|R_4HBZR				
MNXR95013		4HBZtex|R_4HBZtex|4HBZtm|R_4HBZtm		rxn09792|rxn12787		
MNXR95014		4HDEBRISOQUINEte|R_4HDEBRISOQUINEte				
MNXR95015	R05051	4HGLSD|R_4HGLSD|4HGLSDm|R_4HGLSDm	RXN-14472		31243|31244|31245|31246	1.2.1;1.2.1.88
MNXR95016		4HOXPACDOX_NADP|R_4HOXPACDOX_NADP				1.2.1.5
MNXR95017		4HOXPACDtex|R_4HOXPACDtex		rxn08006		
MNXR95018		4HOXPACMOF|R_4HOXPACMOF				1.14.14.9
MNXR95019		HPA3MO|R_HPA3MO				1.14.14.9
MNXR95020		4HOXPACt2pp|R_4HOXPACt2pp|HPACt2r|R_HPACt2r				
MNXR95021		4HPROLTASCT1|R_4HPROLTASCT1				
MNXR95022		4HPRO_LTte|R_4HPRO_LTte|4HPRO_LTtm|R_4HPRO_LTtm|4HPROtg|R_4HPROtg		rxn09791		
MNXR95023		4HTHRK|R_4HTHRK	RXN0-6564		28787|28788|28789|28790	2.7.1
MNXR95024	R05086	4HTHRS|R_4HTHRS	RXN-14125	rxn03446	30659|30660|30661|30662	4.2.3;4.2.3.1
MNXR95025		4HTHRtex|R_4HTHRtex				
MNXR95026		4HTHRtrpp|R_4HTHRtrpp				
MNXR95027						
MNXR95028		4KFBPP|R_4KFBPP		rxn10422		
MNXR95029		4M2OPLOXRD|R_4M2OPLOXRD|r0386|R_r0386		rxn01245		1.2.4.4
MNXR95030	R05282	4MBZALDH|R_4MBZALDH	RXN-8581	rxn03594		1.1.1.21;1.1.1.90
MNXR95031		4MBZDH|R_4MBZDH	RXN-8582			1.2.1.28;1.2.1.3;1.2.1.7
MNXR95032	R05295	4MCAT23DOX|R_4MCAT23DOX		rxn03607		1.13.11.2
MNXR95034		4MOPt2im|R_4MOPt2im				
MNXR95035		4MOPte|R_4MOPte|4MOPtm|R_4MOPtm		rxn11318|rxn13113		
MNXR95036		4MPTNLte|R_4MPTNLte|4MPTNLtm|R_4MPTNLtm|4MPTNLtr|R_4MPTNLtr				
MNXR95037		4MTOLBUTAMIDEte|R_4MTOLBUTAMIDEte				
MNXR95038		4MZYMCODH|R_4MZYMCODH|C3STDH1Pr|R_C3STDH1Pr				
MNXR95039						
MNXR95040						
MNXR95041		4NPHSFte|R_4NPHSFte				
MNXR95042		4NPHSULT|R_4NPHSULT				
MNXR95043		4NPHte|R_4NPHte				
MNXR95044	R02602			rxn01894		4.1.1.77
MNXR95046		4OHPROIMINOtc|R_4OHPROIMINOtc				
MNXR95048	R05389	4OT2|R_4OT2		rxn03690		5.3.2.6
MNXR95049		4PCP|R_4PCP|4PCPpp|R_4PCPpp		rxn08007		
MNXR95050		4PEPTabcpp|R_4PEPTabcpp		rxn08008		
MNXR95051		4PEPTtex|R_4PEPTtex		rxn08009		
MNXR95052		4PHACTE|R_4PHACTE				3.1.2;3.1.2.20
MNXR95053		4PYRDX|R_4PYRDX				
MNXR95054		HPACtr|R_HPACtr|HPAtex|R_HPAtex				
MNXR95055	R08227	56DH5FLURAAMH|R_56DH5FLURAAMH		rxn11755		3.5.2.2
MNXR95056		5ADTSTSTERONEGLCte|R_5ADTSTSTERONEGLCte				
MNXR95057		5ADTSTSTERONEGLCtr|R_5ADTSTSTERONEGLCtr				
MNXR95058		5ADTSTSTERONESULT|R_5ADTSTSTERONESULT				
MNXR95059		5ADTSTSTERONESte|R_5ADTSTSTERONESte				
MNXR95060		5ADTSTSTERONEte|R_5ADTSTSTERONEte|5ADTSTSTERONEtr|R_5ADTSTSTERONEtr				
MNXR95061		5AOPt2|R_5AOPt2		rxn09702		
MNXR95062		5AOPtm|R_5AOPtm		rxn09790		
MNXR95065	R01740	5DGLCNR|R_5DGLCNR	RXN-14367	rxn01278	23936|23937|23938|23939	1.1.1;1.1.1.69
MNXR95066		5DGLCNt2rpp|R_5DGLCNt2rpp	TRANS-RXN0-228	rxn08011	28819|28820|28821|28822	
MNXR95067		5DGLCNtex|R_5DGLCNtex		rxn08012		
MNXR95068		5DHFtl|R_5DHFtl				
MNXR95069		5DOAN|R_5DOAN	RXN0-6550	rxn08013|rxn13649	29859|29860|29861|29862	
MNXR95070	R08226	5FLURAOR|R_5FLURAOR		rxn11754		1.3.1.2
MNXR95071	R08231	5FLURAPRT|R_5FLURAPRT		rxn11759		2.4.2.10
MNXR95072		5FLURAt|R_5FLURAt				
MNXR95073		5FTHFt|R_5FTHFt|5FTHFtm|R_5FTHFtm				
MNXR95074		5FTHFt2|R_5FTHFt2				
MNXR95075		5HBZIDMT|R_5HBZIDMT				
MNXR95076		5HBZIDS|R_5HBZIDS		rxn10423		
MNXR95077		5HBZIDS2|R_5HBZIDS2				
MNXR95078		5HLTDL|R_5HLTDL				4.1.1.28
MNXR95079		5HOMEPRAZOLEte|R_5HOMEPRAZOLEte				
MNXR95080		5HOXINDACTO2OX|R_5HOXINDACTO2OX				1.2.3.1
MNXR95081		5HOXINDACTOX|R_5HOXINDACTOX|5HOXINDACTOXm|R_5HOXINDACTOXm				1.2.1.3
MNXR95082	R02908	5HOXINOXDA|R_5HOXINOXDA	RXN-10778	rxn02081		1.4.3.21;1.4.3.22;1.4.3.4
MNXR95083		5HTRPDOX|R_5HTRPDOX				1.13.11.52
MNXR95084		5HTRPVESSEC|R_5HTRPVESSEC				
MNXR95085		5HXKYNDCL|R_5HXKYNDCL				4.1.1.28
MNXR95086		5HXKYNOXDA|R_5HXKYNOXDA		rxn03359		1.4.3.4
MNXR95087		5MTAte|R_5MTAte|5MTAth|R_5MTAth|5MTAtm|R_5MTAtm		rxn13799		
MNXR95088		5MTHFt|R_5MTHFt|5MTHFt2|R_5MTHFt2|5MTHFtm|R_5MTHFtm		rxn09789		
MNXR95090						
MNXR95091			TRANS-RXN0-461		34955|34956|34957|34958	
MNXR95093		5THFtl|R_5THFtl|5THFtm|R_5THFtm				
MNXR95094		6APAt1|R_6APAt1				
MNXR95095	R09959		RXN0-5507		27966|27967|27968|27969	4.1.2.50
MNXR95096		6DHFtl|R_6DHFtl|6DHFtm|R_6DHFtm				
MNXR95097	R08764	6HNACMO|R_6HNACMO	RXN-7573	rxn12746	27333|27334|27335|27336	1.14.13.114
MNXR95098		6HTSTSTERONEte|R_6HTSTSTERONEte|6HTSTSTERONEtr|R_6HTSTSTERONEtr				
MNXR95099	R08237	6MPURPRT|R_6MPURPRT		rxn11765		2.4.2.8
MNXR95100		6MPURt|R_6MPURt				
MNXR95101						
MNXR95102		6PGCt6|R_6PGCt6		rxn05482		
MNXR95103		6PGLter|R_6PGLter|6PGLthr|R_6PGLthr		rxn09648		
MNXR95104		6PHBG|R_6PHBG|S6PG|R_S6PG		rxn09992		3.2.1.86
MNXR95105		6THFtl|R_6THFtl|6THFtm|R_6THFtm				
MNXR95106	R08240	6TINS5MPOR|R_6TINS5MPOR		rxn11768		1.1.1.205
MNXR95107	R08244	6TXAN5MPAML|R_6TXAN5MPAML		rxn11772		6.3.5.2
MNXR95108		7DHCHSTEROLtr|R_7DHCHSTEROLtr				
MNXR95109		7DHFtl|R_7DHFtl|7DHFtm|R_7DHFtm				
MNXR95110		7MHS|R_7MHS		rxn10424		
MNXR95111	R08323	7MHTS|R_7MHTS	R226-RXN	rxn10425		
MNXR95112		7THFtl|R_7THFtl|7THFtm|R_7THFtm				
MNXR95113		8AONNt2|R_8AONNt2		rxn09701		
MNXR95114						
MNXR95115						
MNXR95116						
MNXR95117						
MNXR95118						
MNXR95119						
MNXR95120						
MNXR95121						
MNXR95122						
MNXR95123						
MNXR95124						
MNXR95125						
MNXR95126		A3MT|R_A3MT				
MNXR95127						
MNXR95128						
MNXR95129						
MNXR95130		A4GNT1g|R_A4GNT1g				
MNXR95131		A4GNT2g|R_A4GNT2g				
MNXR95132	R01530	A5PISO|R_A5PISO	DARAB5PISOM-RXN	rxn01117	23104|23105|23106|23107	5.3.1.13
MNXR95133	R01992	AABHH|R_AABHH|r0466|R_r0466		rxn01464		3.4.13.18;3.4.13.20;3.4.13.3
MNXR95134	R01987	AABTN|R_AABTN	RXN-36	rxn01460	15897|15898|15899|15900	3.5.1.63
MNXR95135		AACOAR_syn|R_AACOAR_syn				1.1.1.36
MNXR95136	R01357	AACOAT|R_AACOAT|r0321|R_r0321	ACETOACETATE--COA-LIGASE-RXN	rxn00988	16117|16118|16119|16120	6.2.1.16
MNXR95137		AACP1819ZS|R_AACP1819ZS				
MNXR95138		AACPS1|R_AACPS1|AACPS1_1|R_AACPS1_1				6.2.1.20
MNXR95139						
MNXR95140		AACPS11|R_AACPS11		rxn10752		
MNXR95141		AACPS2|R_AACPS2				6.2.1.20
MNXR95142		AACPS3|R_AACPS3|AACPS3_1|R_AACPS3_1				6.2.1.20
MNXR95143		AACPS4|R_AACPS4|AACPS4_1|R_AACPS4_1				
MNXR95144		AACPS5|R_AACPS5|AACPS5_1|R_AACPS5_1				
MNXR95145		AACPS6|R_AACPS6|AACPS6_1|R_AACPS6_1				6.2.1.20
MNXR95146		AACPS7|R_AACPS7				6.2.1.l
MNXR95147		AACPS8|R_AACPS8				6.2.1.20
MNXR95148		AACPS9|R_AACPS9				6.2.1.l
MNXR95149	R02529	AACTOOR|R_AACTOOR|AMO|R_AMO	AMACETOXID-RXN	rxn01833	28186|28187|28188|28189	1.4.3.21;1.4.3.4;1.4.3.6
MNXR95150		AACTtm|R_AACTtm				
MNXR95151		AADDGT|R_AADDGT		rxn08023		2.4.1.325
MNXR95153						
MNXR95154		AAMYL_1|R_AAMYL_1		rxn09952		3.2.1.1
MNXR95155						2.7.1.46
MNXR95156		AASAD1|R_AASAD1	RXN-16756	rxn09638	46936|46937|46938|46939	1.2.1.95;1.2.1.z
MNXR95157		AASAD2|R_AASAD2		rxn09637		1.2.1.31
MNXR95158	R03102	AASAD3|R_AASAD3|AASAD3m|R_AASAD3m	ALLYSINE-DEHYDROG-RXN	rxn02226	12308|12309|12310|12311	1.2.1.31
MNXR95159	R00509	AASPh|R_AASPh|AASPm|R_AASPm|ADSK|R_ADSK|ADSKn|R_ADSKn	ADENYLYLSULFKIN-RXN	rxn00361	24152|24153|24154|24155	2.7.1.25
MNXR95160	R01939	AATA|R_AATA|AATAi|R_AATAi|r0450|R_r0450	2-AMINOADIPATE-AMINOTRANSFERASE-RXN	rxn01423	12601|12602|12603|12604	2.6.1.39
MNXR95161	R02433	AATC|R_AATC|LCYSTAT|R_LCYSTAT|LCYSTATm|R_LCYSTATm	RXN-11737	rxn01757		2.6.1.1
MNXR95162						3.2.1.20;3.2.1.28
MNXR95163	R00010|R06103			rxn00007	20868|20869|20870|20871	3.2.1.28
MNXR95164		AAtr|R_AAtr		rxn10941		
MNXR95165		AB6PGH|R_AB6PGH		rxn08025		3.2.1.86
MNXR95166						
MNXR95167	R03920	ABFPT|R_ABFPT|ABFPTh|R_ABFPTh	FRUCTOKINASE-RXN			2.7.1.1;2.7.1.4
MNXR95168		ABO1g|R_ABO1g				
MNXR95169		ABO1g_cho|R_ABO1g_cho				
MNXR95170						
MNXR95171						
MNXR95172						
MNXR95173						
MNXR95174		ABO4g|R_ABO4g				
MNXR95175		ABO4g_cho|R_ABO4g_cho				
MNXR95176		ABO5g|R_ABO5g				
MNXR95177	R06197	ABO5g_cho|R_ABO5g_cho				2.4.1.40
MNXR95178		ABO6g|R_ABO6g				
MNXR95179		ABO6g_cho|R_ABO6g_cho				
MNXR95180		ABO7g|R_ABO7g				
MNXR95181		ABO7g_cho|R_ABO7g_cho				
MNXR95182						
MNXR95183						
MNXR95184						
MNXR95185						
MNXR95186	R01648	ABTA|R_ABTA|ABTArm|R_ABTArm	GABATRANSAM-RXN	rxn01204	23352|23353|23354|23355	2.6.1.19
MNXR95188	R05604	ABTDG|R_ABTDG	D-ARABINITOL-4-DEHYDROGENASE-RXN	rxn03883	17921|17922|17923|17924	1.1.1.11
MNXR95189		ABTpp2|R_ABTpp2		rxn12551		
MNXR95190		ABTt|R_ABTt|ABTt_1|R_ABTt_1|ABTti|R_ABTti		rxn05483		
MNXR95191	R02549	ABUTD|R_ABUTD|ABUTDm|R_ABUTDm	AMINOBUTDEHYDROG-RXN	rxn01851	19105|19106|19107|19108	1.2.1.-;1.2.1.19;1.2.1.3
MNXR95192		ABUTt4_2_r|R_ABUTt4_2_r				
MNXR95193	R01359	ACACCT|R_ACACCT	ACETOACETYL-COA-TRANSFER-RXN	rxn00990	27806|27807|27808|27809	2.8.3.8;2.8.3.9
MNXR95194	R00238	ACACT1|R_ACACT1|ACACT1m|R_ACACT1m|ACACT1r|R_ACACT1r|ACACT1x|R_ACACT1x|KAT1|R_KAT1	ACETYL-COA-ACETYLTRANSFER-RXN	rxn00178	21036|21037|21038|21039	2.3.1.9
MNXR95195	R00927	ACACT10m|R_ACACT10m|MACCOAT|R_MACCOAT	METHYLACETOACETYLCOATHIOL-RXN	rxn00676	30719|30720|30721|30722	2.3.1.16;2.3.1.9
MNXR95196	R01177	ACACT2|R_ACACT2|ACACT2m|R_ACACT2m|ACACT2r|R_ACACT2r|KAT2|R_KAT2	RXN-12565	rxn00874	31111|31112|31113|31114	2.3.1.16;2.3.1.9
MNXR95197		ACACT3|R_ACACT3|ACACT3m|R_ACACT3m|ACACT3r|R_ACACT3r|KAT3|R_KAT3				2.3.1.9
MNXR95198	R03778	ACACT4m|R_ACACT4m|ACACT4p|R_ACACT4p|ACACT4r|R_ACACT4r|KAT4|R_KAT4	RXN-13617	rxn02680	31087|31088|31089|31090	2.3.1.16;2.3.1.9
MNXR95199		ACACT5m|R_ACACT5m|ACACT5p|R_ACACT5p|ACACT5r|R_ACACT5r|KAT5|R_KAT5				2.3.1.9
MNXR95200	R04742	ACACT5r_1|R_ACACT5r_1	RXN-14274	rxn03243	31183|31184|31185|31186	2.3.1.16
MNXR95201	R03858	ACACT6m|R_ACACT6m|ACACT6p|R_ACACT6p|ACACT6r|R_ACACT6r|KAT6|R_KAT6	RXN-14268	rxn06510	31091|31092|31093|31094	2.3.1.16;2.3.1.9
MNXR95202		ACACT6r_1|R_ACACT6r_1				
MNXR95203	R03991	ACACT7m|R_ACACT7m|ACACT7p|R_ACACT7p|ACACT7r|R_ACACT7r|KAT7|R_KAT7|r0653|R_r0653	2.3.1.155-RXN|RXN-16560	rxn02804	18161|18162|18163|18164	2.3.1.155;2.3.1.16;2.3.1.9
MNXR95204		ACACT8p|R_ACACT8p|ACACT8r|R_ACACT8r		rxn08767	35279|35280|35281|35282	
MNXR95205		ACACT9p|R_ACACT9p				
MNXR95206		ACACT9p_cho|R_ACACT9p_cho				
MNXR95207		ACACt2|R_ACACt2|ACACt2m|R_ACACt2m|ACACt2pp|R_ACACt2pp		rxn05484|rxn08029		
MNXR95208		ACACtex|R_ACACtex|ACACtm|R_ACACtm|ACACtx|R_ACACtx	TRANS-RXN0-281	rxn08030|rxn10960|rxn13115	29751|29752|29753|29754	
MNXR95209		ACAFDOR|R_ACAFDOR|AOR_CL|R_AOR_CL				
MNXR95210	R00228	ACALD|R_ACALD|ACALDh|R_ACALDh	ACETALD-DEHYDROG-RXN	rxn00171	23288|23289|23290|23291	1.2.1.10
MNXR95211		ACALDCD|R_ACALDCD				
MNXR95212		ACALDt|R_ACALDt|ACALDtex|R_ACALDtex|ACALDtm|R_ACALDtm|ACALDtpp|R_ACALDtpp|ACALDtr|R_ACALDtr|ACALDtx|R_ACALDtx|ACALDtx_1|R_ACALDtx_1		rxn08032|rxn08033|rxn09700|rxn13212		
MNXR95213		ACANTHAT|R_ACANTHAT		rxn08034	28550|28551|28552|28553	
MNXR95214		ACAROtu|R_ACAROtu				
MNXR95215	R04673	ACAS_2ahbut|R_ACAS_2ahbut			33691|33692|33693|33694	2.2.1.6
MNXR95216	R05222	ACBIPGT|R_ACBIPGT	COBINPGUANYLYLTRANS-RXN	rxn03537	22712|22713|22714|22715	2.7.7.62
MNXR95217	R00997	ACCAHh|R_ACCAHh|ACCAHm|R_ACCAHm	4.1.99.4-RXN	rxn00738	16933|16934|16935|16936	3.5.99.7
MNXR95218		ACCC|R_ACCC				
MNXR95219	R00742	ACCOAC|R_ACCOAC|ACCOACrm|R_ACCOACrm|ACCOAhi|R_ACCOAhi	ACETYL-COA-CARBOXYLTRANSFER-RXN	rxn00533	11308|11309|11310|11311	6.4.1.2
MNXR95220	R04386	ACCOAC_1|R_ACCOAC_1		rxn06673		6.4.1.2
MNXR95221		ACCOAL|R_ACCOAL				6.2.1.13
MNXR95222		ACCOALm|R_ACCOALm|ACS2|R_ACS2|PPACOALh|R_PPACOALh|PPACOALm|R_PPACOALm				6.2.1.17
MNXR95223		ACCOAgt|R_ACCOAgt|ACCOAtm_1|R_ACCOAtm_1|ACCOAtn|R_ACCOAtn|ACCOAtr|R_ACCOAtr|ACCOAts|R_ACCOAts		rxn13213		
MNXR95224		ACCOAth|R_ACCOAth|ACCOAtm|R_ACCOAtm|ACCOAtx|R_ACCOAtx				
MNXR95225		ACChex|R_ACChex				
MNXR95226		ACDHmi|R_ACDHmi|ADHEr|R_ADHEr		rxn10139		
MNXR95227	R07364	ACDO|R_ACDO|ARD|R_ARD|ARD_1|R_ARD_1	R147-RXN	rxn05092	24504|24505|24506|24507	1.13.11.54
MNXR95228	R07363	ACDO_co|R_ACDO_co|ARD1|R_ARD1	R146-RXN	rxn05091	14161|14162|14163|14164	1.13.11.53
MNXR95229		ACESt|R_ACESt		rxn13214		
MNXR95230		ACETONEt2|R_ACETONEt2|ACETONEt2m|R_ACETONEt2m				
MNXR95231		ACGAGBSIDEtg|R_ACGAGBSIDEtg|ACGAGBSIDEtl|R_ACGAGBSIDEtl				
MNXR95232		ACGAGBSIDEtg_cho|R_ACGAGBSIDEtg_cho|ACGAGBSIDEtl_cho|R_ACGAGBSIDEtl_cho				
MNXR95233						3.1.3.10
MNXR95234						
MNXR95235		ACGAL6PI|R_ACGAL6PI				
MNXR95236		ACGAL6PISO|R_ACGAL6PISO				
MNXR95237		ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte|R_ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte|ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg|R_ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg				
MNXR95238		ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_cho|R_ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_cho|ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_cho|R_ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_cho				
MNXR95239		ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte|R_ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte|ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg|R_ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg				
MNXR95240		ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_cho|R_ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_cho|ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_cho|R_ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_cho				
MNXR95241	R08967			rxn14056		2.7.1.157;2.7.1.162
MNXR95242						
MNXR95243		ACGALptspp|R_ACGALptspp				
MNXR95244		ACGALtex|R_ACGALtex|ACGALtlg|R_ACGALtlg|ACGALtly|R_ACGALtly		rxn08037		
MNXR95245						3.1.3.10
MNXR95246						
MNXR95247	R01207	ACGAM2E|R_ACGAM2E	RXN-16006	rxn00897		5.1.3.8
MNXR95248	R02058	ACGAM6PS|R_ACGAM6PS	GLUCOSAMINEPNACETYLTRANS-RXN	rxn01483	10292|10293|10294|10295	2.3.1.4
MNXR95249	R01201	ACGAMK|R_ACGAMK	N-ACETYLGLUCOSAMINE-KINASE-RXN	rxn00892	17417|17418|17419|17420	2.7.1.59
MNXR95250						5.4.2.3
MNXR95251		ACGAMT|R_ACGAMT		rxn08040		
MNXR95252		ACGAMtly|R_ACGAMtly|ACGAtex|R_ACGAtex|r0908|R_r0908		rxn08042		
MNXR95253		ACGApts|R_ACGApts|ACGAptspp|R_ACGAptspp		rxn05485|rxn08041		
MNXR95254		ACGBGBSIDEtg|R_ACGBGBSIDEtg|ACGBGBSIDEtl|R_ACGBGBSIDEtl				
MNXR95255		ACGBGBSIDEtg_cho|R_ACGBGBSIDEtg_cho|ACGBGBSIDEtl_cho|R_ACGBGBSIDEtl_cho				
MNXR95256	R02649	ACGK|R_ACGK|ACGKm|R_ACGKm	ACETYLGLUTKIN-RXN	rxn01917|rxn12856	14629|14630|14631|14632	2.7.2.8
MNXR95257	R03482	ACGPID|R_ACGPID		rxn06392		3.5.1.89
MNXR95258		ACGPID_cho|R_ACGPID_cho	3.1.1.69-RXN		11660|11661|11662|11663	3.5.1.89
MNXR95259	R00259	ACGS|R_ACGS|ACGSm|R_ACGSm	N-ACETYLTRANSFER-RXN	rxn00192	24292|24293|24294|24295	2.3.1.1
MNXR95260	R08648	ACHBS|R_ACHBS|ACHBSm|R_ACHBSm	ACETOOHBUTSYN-RXN		27654|27655|27656|27657	2.2.1.6
MNXR95261	R01026	ACHEe|R_ACHEe	ACETYLCHOLINESTERASE-RXN	rxn00754	17561|17562|17563|17564	3.1.1.7;3.1.1.8
MNXR95262		ACHLE1|R_ACHLE1		rxn13215		3.1
MNXR95263		ACHLE2|R_ACHLE2		rxn13216		3.1
MNXR95264		ACHLE3|R_ACHLE3		rxn13217		
MNXR95265	R04945	ACHMSSELCYSL|R_ACHMSSELCYSL|ACHMSSELCYSLh|R_ACHMSSELCYSLh				2.5.1.48
MNXR95266		ACHVESSEC|R_ACHVESSEC				
MNXR95267		ACHtn|R_ACHtn|r2338|R_r2338	ACH3-RXN			
MNXR95268	R00352	ACITL|R_ACITL	ATP-CITRATE-PRO-S--LYASE-RXN	rxn00257	21160|21161|21162|21163	2.3.3.8;4.1.3.6
MNXR95269	R00315	ACKr|R_ACKr|ACKrh|R_ACKrh|ACKrm|R_ACKrm	ACETATEKIN-RXN	rxn00225	11352|11353|11354|11355	2.7.2.1;2.7.2.15
MNXR95270	R02948	ACLDC|R_ACLDC	ACETOLACTATE-DECARBOXYLASE-RXN		21580|21581|21582|21583	4.1.1.5
MNXR95271	R00226	ACLS|R_ACLS|ACLSm|R_ACLSm|PPATDh|R_PPATDh	ACETOLACTSYN-RXN		25249|25250|25251|25252	2.2.1.6
MNXR95272		ACLS_a|R_ACLS_a				
MNXR95273	R08555	ACM6PH|R_ACM6PH		rxn08044	26410|26411|26412|26413	4.2.1.126
MNXR95274					28366|28367|28368|28369	2.4.1.180
MNXR95275		ACMANApts|R_ACMANApts|ACMANAptspp|R_ACMANAptspp		rxn08046|rxn10183		
MNXR95276		ACMANAt2|R_ACMANAt2		rxn05486		
MNXR95277		ACMANAtex|R_ACMANAtex|r0968|R_r0968		rxn08047		
MNXR95278		ACMUMptspp|R_ACMUMptspp		rxn08048		
MNXR95279		ACMUMtex|R_ACMUMtex		rxn08049		
MNXR95280		ACN13ACNGALGBSIDEte|R_ACN13ACNGALGBSIDEte|ACN13ACNGALGBSIDEtg|R_ACN13ACNGALGBSIDEtg				
MNXR95281		ACN13ACNGALGBSIDEte_cho|R_ACN13ACNGALGBSIDEte_cho|ACN13ACNGALGBSIDEtg_cho|R_ACN13ACNGALGBSIDEtg_cho				
MNXR95282		ACN23ACNGALGBSIDEte|R_ACN23ACNGALGBSIDEte|ACN23ACNGALGBSIDEtg|R_ACN23ACNGALGBSIDEtg				
MNXR95283		ACN23ACNGALGBSIDEte_cho|R_ACN23ACNGALGBSIDEte_cho|ACN23ACNGALGBSIDEtg_cho|R_ACN23ACNGALGBSIDEtg_cho				
MNXR95284		ACNACNGAL14ACGLCGALGLUSIDEte|R_ACNACNGAL14ACGLCGALGLUSIDEte|ACNACNGAL14ACGLCGALGLUSIDEtg|R_ACNACNGAL14ACGLCGALGLUSIDEtg				
MNXR95285		ACNACNGAL14ACGLCGALGLUSIDEte_cho|R_ACNACNGAL14ACGLCGALGLUSIDEte_cho|ACNACNGAL14ACGLCGALGLUSIDEtg_cho|R_ACNACNGAL14ACGLCGALGLUSIDEtg_cho				
MNXR95286		ACNACNGALGBSIDEte|R_ACNACNGALGBSIDEte|ACNACNGALGBSIDEtg|R_ACNACNGALGBSIDEtg				
MNXR95287		ACNACNGALGBSIDEte_cho|R_ACNACNGALGBSIDEte_cho|ACNACNGALGBSIDEtg_cho|R_ACNACNGALGBSIDEtg_cho				
MNXR95288		ACNAM9PL|R_ACNAM9PL				2.5.1.57
MNXR95289						
